OTU,Sample,Abundance,Sample_Name,PalmID,Especie,Estadio,Age_Group,Procedencia,Habitat,Region,FirstBM,TypeBM_Updated,TypeBM,HumanBM,MammalBM,BirdBM,ReptileBM,NumberBM,SecondBM,ThirdBM,FourthBM,FifthBM,PCR_Results_121_122,PCR_Results_duplex_Trangeli,PCR_Results_duplex_Tcruzi,Coinfection,Infection_Type,SingleInf_Tcruzi,Kingdom,Phylum,Class,Order,Family,Genus,Species
add7f5d621120b854b4f1ab2f611089e,G8.P1,0.02214022140221402,84,HN11,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Piranga,Bird,Mix,No,Yes,Yes,No,Four,Other,Mus,Philander,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,C11.P1,0.021671826625386997,37,CA3P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,G6.P1,0.020338983050847456,82,HN10,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Mus,Mammal,Mammal,No,Yes,No,No,Two,Philander,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,C2.P1,0.01892744479495268,28,CA1P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,C8.P1,0.016786570743405275,34,CA3P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Mus,Mammal,Mammal,Yes,Yes,No,No,Three,Philander,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,H10.P1,0.013020833333333334,99,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Other,Other,Other,No,No,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,G11.P1,0.010752688172043012,87,HN2,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Mus,Mammal,Mammal,No,Yes,No,No,Two,Philander,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,A7.P1,0.010526315789473684,7,CC3,R. pallescens,N4,N4_Adult,Cerro Cama,Pasture,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
add7f5d621120b854b4f1ab2f611089e,G3.P1,0.010452961672473868,79,HN1,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Mus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
c78b4eff98ee648b80b09c68867be26b,D11.P2,0.10989010989010989,147,CHOR1P3,R. pallescens,N5,N4_Adult,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,mendocina
aa05bb00832ae9b49d36a237ec4e22cf,A8.P4,0.03524229074889868,418,SF15,R. pallescens,N3,N1_N3,Veraguas,Forest,Veraguas,Didelphis,Mammal,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,Positive,Positive,Positive,Yes,Tcruzi,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,mexicana
78c93dc2877bbb6423314c4012908222,C5.P2,0.07975460122699386,129,HN9,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mix,No,Yes,Yes,No,Two,Thraupis,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis
bf51277fc250d0027512309725ff074f,H6.P1,0.168,94,HN5,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,E7.P1,0.14285714285714285,59,CA7P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,H3.P1,0.11724137931034483,91,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Leopardus,Mammal,Mix,No,Yes,Yes,No,Two,Piranga,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,H2.P1,0.10536779324055666,90,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Piranga,Bird,Bird,No,No,Yes,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,D11.P1,0.09970674486803519,51,CA7P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Mus,Mammal,Mammal,No,Yes,No,No,Two,Philander,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,B9.P1,0.08867924528301886,23,CA1P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,A2.P4,0.056451612903225805,412,SF15,R. pallescens,Adult,N4_Adult,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Five,Mus,Human,Metachirus,Didelphis,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,H3.P2,0.04945054945054945,189,CAM2P17,R. pallescens,N2,N1_N3,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,B1.P1,0.04293628808864266,13,CC3,R. pallescens,N1,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,C2.P1,0.03627760252365931,28,CA1P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,B2.P1,0.024390243902439025,14,CC3,R. pallescens,N1,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Bird,Mix,Yes,Yes,Yes,No,Four,Piranga,Metachirus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,H1.P1,0.018421052631578946,89,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Piranga,Bird,Mix,Yes,Yes,Yes,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
bf51277fc250d0027512309725ff074f,A6.P1,0.011441647597254004,6,CC3,R. pallescens,N5,N4_Adult,Cerro Cama,Pasture,La Chorrera,Human,Other,Mammal,Yes,Yes,No,No,Three,Other,Potos,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
dfa833b266bd2993b86feab3617b34c3,A4.P2,0.23255813953488372,104,HN3,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,NA,Negative,Negative,NA,Negative,Negative,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,C5.P2,0.0736196319018405,129,HN9,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mix,No,Yes,Yes,No,Two,Thraupis,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,B11.P1,0.06666666666666667,25,CA1P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Human,Mammal,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,E11.P1,0.05073280721533258,63,CA9P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,H4.P3,0.04801477377654663,401,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mammal,No,Yes,No,No,Three,Didelphis,Other,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,G8.P3,0.0477326968973747,391,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,E4.P3,0.043092522179974654,344,SF6,R. pallescens,N2,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,E1.P3,0.021939953810623556,341,SF6,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
dfa833b266bd2993b86feab3617b34c3,B7.P3,0.010752688172043012,242,SF9,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,muciniphila
b44a0efb898e8ce4bee92079530fd2e3,F11.P1,0.22983870967741934,75,LP2_Capira0217,R. pallescens,Adult,N4_Adult,Las Pavas,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum
b44a0efb898e8ce4bee92079530fd2e3,H10.P2,0.10171365395245992,200,SF1,R. pallescens,Adult,N4_Adult,Veraguas,Peridomestic,Veraguas,Thraupis,Bird,Mix,Yes,Yes,Yes,No,Two,Philander,NA,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Positive,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum
b44a0efb898e8ce4bee92079530fd2e3,F10.P3,0.028112449799196786,377,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,Yes,No,Three,Thraupis,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum
b44a0efb898e8ce4bee92079530fd2e3,B8.P3,0.019342359767891684,243,SF9,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum
9cd1a7d9a0501bb91a69b628378d521f,G12.P3,0.016,397,SF11,R. pallescens,Adult,N4_Adult,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,nanceiensis
cd5a2455402d63ef8e73fd037fd5a085,D3.P1,0.09154929577464789,41,CA3P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,nitritophilus
cd5a2455402d63ef8e73fd037fd5a085,A5.P1,0.02710843373493976,5,CC3,R. pallescens,N4,N4_Adult,Cerro Cama,Pasture,La Chorrera,Mus,Mus,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,nitritophilus
cd5a2455402d63ef8e73fd037fd5a085,A8.P2,0.02586206896551724,108,HN3,R. pallescens,Adult,N4_Adult,La Chorrera,Peridomestic,La Chorrera,Human,Mammal,Mammal,Yes,Yes,No,No,Three,Mus,Philander,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,nitritophilus
cd5a2455402d63ef8e73fd037fd5a085,E6.P3,0.013095238095238096,346,SF6,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,No,Yes,Yes,No,Two,Piranga,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,nitritophilus
b68d006503b3977439858493a328e226,E1.P3,0.028868360277136258,341,SF6,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Nodosilinea,nodulosa
7bd6e653dbbcd9ea15b8099d59adee11,E2.P2,0.2,150,CHOR1P3,R. pallescens,N3,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea
7bd6e653dbbcd9ea15b8099d59adee11,E6.P2,0.03333333333333333,154,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea
7bd6e653dbbcd9ea15b8099d59adee11,D2.P2,0.014545454545454545,138,CAM1P17,R. pallescens,N2,N1_N3,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea
9efdf73599ebd434ac59a00c1c5da44b,E8.P3,0.07633587786259542,348,SF7,R. pallescens,N5,N4_Adult,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,panacihumi
47082eb92759c2179725fe69f11672c5,H7.P1,0.06278026905829596,95,HN5,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Mus,Bird,Mix,Yes,Yes,Yes,No,Three,Human,Piranga,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,paradoxus
47082eb92759c2179725fe69f11672c5,H2.P3,0.04781704781704782,399,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Four,Human,Mus,Didelphis,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,paradoxus
18eb929cf9350e0af65cf863c2786858,A7.P2,0.12149532710280374,107,HN3,R. pallescens,N3,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,E12.P1,0.09763313609467456,64,CA9P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Other,Other,Mix,No,Yes,Yes,No,Three,Mus,Piranga,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,A6.P1,0.08237986270022883,6,CC3,R. pallescens,N5,N4_Adult,Cerro Cama,Pasture,La Chorrera,Human,Other,Mammal,Yes,Yes,No,No,Three,Other,Potos,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,E10.P2,0.05737704918032787,159,CHOR1P3,R. pallescens,N5,N4_Adult,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,F2.P1,0.05128205128205128,66,CA9P17,R. pallescens,N5,N4_Adult,Capira,Pasture,Capira,Mus,Mammal,Mammal,No,Yes,No,No,Two,Philander,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,A9.P1,0.045662100456621,9,CC3,R. pallescens,N3,N1_N3,Cerro Cama,Pasture,La Chorrera,Thraupis,Bird,Bird,No,No,Yes,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,H6.P1,0.037333333333333336,94,HN5,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,A9.P4,0.030405405405405407,419,SF15,R. pallescens,N3,N1_N3,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Four,Human,Mus,Bos,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,A12.P1,0.029239766081871343,12,CC3,R. pallescens,N2,N1_N3,Cerro Cama,Pasture,La Chorrera,Mus,Mammal,Mammal,No,Yes,No,No,Two,Bos,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,D6.P1,0.027210884353741496,44,CA3P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,E2.P2,0.022222222222222223,150,CHOR1P3,R. pallescens,N3,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
18eb929cf9350e0af65cf863c2786858,A8.P2,0.021551724137931036,108,HN3,R. pallescens,Adult,N4_Adult,La Chorrera,Peridomestic,La Chorrera,Human,Mammal,Mammal,Yes,Yes,No,No,Three,Mus,Philander,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
eed23b036f73d1c312c8955cda39ba58,D10.P1,0.17052023121387283,50,CA7P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Mus,Other,Mammal,No,Yes,No,No,Three,Other,Philander,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
eed23b036f73d1c312c8955cda39ba58,H10.P1,0.16666666666666666,99,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Other,Other,Other,No,No,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
eed23b036f73d1c312c8955cda39ba58,F11.P1,0.08064516129032258,75,LP2_Capira0217,R. pallescens,Adult,N4_Adult,Las Pavas,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
eed23b036f73d1c312c8955cda39ba58,H6.P1,0.07466666666666667,94,HN5,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
eed23b036f73d1c312c8955cda39ba58,B1.P1,0.0664819944598338,13,CC3,R. pallescens,N1,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Human,Mammal,Yes,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
eed23b036f73d1c312c8955cda39ba58,B10.P1,0.03767123287671233,24,CA1P17,R. pallescens,Adult,N4_Adult,Capira,Pasture,Capira,Mus,Other,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
eed23b036f73d1c312c8955cda39ba58,C12.P2,0.03732503888024884,136,CAM1P17,R. pallescens,Adult,N4_Adult,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
eed23b036f73d1c312c8955cda39ba58,D6.P1,0.013605442176870748,44,CA3P17,R. pallescens,N3,N1_N3,Capira,Pasture,Capira,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula
