#SampleID	Well_ID	Sequencing_PlateNumber	Sample_Name	CODIGO-CV	ESPECIE	ESTADIO	SEXO	PROCEDENCIA	HABITAT	DATE	Type of Molecular Analysis	Notes	sex	Dissections	Date of dissections	Date of Gut DNA extractions	Gut DNA 260/280 score	NUMBER	Gut DNA Concentration (ng/µL)	Date of Salivary DNA extractions	16S Sequencing	PCR_RESULTS_(121/122)	PCR_RESULTS_(duplex_Trangeli)	SingleInf_Tcruzi	SingleInf_Trangeli	Coinfection	PCR_RESULTS_(duplex_Tcruzi)	PCR_To_Redo
H6.P3	H6	Plate-3	403	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; guts (with little exoskeleton, no legs), salivary tissue with exoskeleton (no head or legs), autoclaved and flamed tools before guts, salivary tissue not for microbiome		Guts and sailvary glands	4/30/2018	5/29/2018		403			Yes	Negative		Negative				
H7.P3	H7	Plate-3	405	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; Guts with exoskeleton and sal tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/10/2018	5/29/2018		405			Yes	Negative		Negative				
H8.P3	H8	Plate-3	406	SF11	R. pallescens	N1		Veraguas	Peridomestic	7/11/2017		Kaylee; Guts with exoskeleton and sal tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue not for microbiome		Guts and Salivary Glands	4/10/2018	5/29/2018		406			Yes	Negative		Negative				
H9.P3	H9	Plate-3	407	SF14	R. pallescens	Adult		Veraguas	Forest	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/12/2018	5/29/2018		407			Yes	Negative		Negative				
H10.P3	H10	Plate-3	408	SF15	T. dimidiata	Adult		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue	Male	Guts and Salivary Glands	5/22/2018	5/29/2018		408			Yes	Negative		Negative				
H11.P3	H11	Plate-3	409	SF15	T. dimidiata	Adult		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue	Male	Guts and Salivary Glands	5/22/2018	5/29/2018		409			Yes	Positive		Single				
H12.P3	H12	Plate-3	410	SF15	T. dimidiata	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue		Guts and Salivary Glands	5/22/2018	5/29/2018		410			Yes	Positive		Single				
A1.P4	A1	Plate-4	411	SF15	T. dimidiata	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue		Guts and Salivary Glands	5/22/2018	5/31/2018		411			Yes	Positive		Single				
A2.P4	A2	Plate-4	412	SF15	R. pallescens	Adult	Female	Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; eggs recovered in EtOH; flamed tools before guts, sal tissue not for microbiome	Female	Guts and Salivary Glands	4/11/2018	5/31/2018		412			Yes	Positive		Single				
A3.P4	A3	Plate-4	413	SF15	R. pallescens	Adult	Female	Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; eggs recovered in EtOH; flamed tools before guts, sal tissue not for microbiome	Female	Guts and salivary glands	4/5/2018	5/31/2018		413			Yes	Negative		Negative				
A4.P4	A4	Plate-4	414	SF15	R. pallescens	Adult		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; little blood, eggs recovered; tools flamed before guts; salivary not for microbiome	Female	Guts and salivary glands	3/6/2018	4/6/2018		414			Yes	Positive		Single				
A5.P4	A5	Plate-4	415	SF15	R. pallescens	N4		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		415			Yes	Positive		Single				
A6.P4	A6	Plate-4	416	SF15	R. pallescens	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		416			Yes							
A7.P4	A7	Plate-4	417	SF15	R. pallescens	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		417			Yes	Positive		Single				
A8.P4	A8	Plate-4	418	SF15	R. pallescens	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		418			Yes							
A9.P4	A9	Plate-4	419	SF15	R. pallescens	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; very skinny; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		419			Yes							
A10.P4	A10	Plate-4	420	SF15	R. pallescens	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; salivary not for microbiome; exoskeleton in salivary tube		Guts and salivary glands	3/6/2018	4/6/2018		420			Yes							
A11.P4	A11	Plate-4	421	SF15	R. pallescens	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		421			Yes	Positive		Single				
A12.P4	A12	Plate-4	422	SF15	R. pallescens	N3		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	5/31/2018		422			Yes							
B1.P4	B1	Plate-4	423	SF15	R. pallescens	N2		Veraguas	Forest	7/11/2017	CV-SIA	Kaylee; tools autoclaved before guts; salivary glands not for microbiome		Guts and salivary glands	3/6/2018	5/31/2018		423			Yes							
B2.P4	B2	Plate-4	Lab01	Lab01	R. pallescens	Adult	Male	Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab01			Yes	NA	NA	NA	NA		NA	
B3.P4	B3	Plate-4	Lab02	Lab02	R. pallescens	Adult	Male	Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab02			Yes	NA	NA	NA	NA		NA	
B4.P4	B4	Plate-4	Lab03	Lab03	R. pallescens	Adult	Male	Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab03			Yes	NA	NA	NA	NA		NA	
B5.P4	B5	Plate-4	Lab04	Lab04	R. pallescens	Adult	Male	Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab04			Yes	NA	NA	NA	NA		NA	
B6.P4	B6	Plate-4	Lab05	Lab05	R. pallescens	Adult	Male	Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab05			Yes	NA	NA	NA	NA		NA	
B7.P4	B7	Plate-4	Lab06	Lab06	R. pallescens	N5		Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab06			Yes	NA	NA	NA	NA		NA	
B8.P4	B8	Plate-4	Lab07	Lab07	R. pallescens	N5		Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab07			Yes	NA	NA	NA	NA		NA	
B9.P4	B9	Plate-4	Lab08	Lab08	R. pallescens	N5		Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab08			Yes	NA	NA	NA	NA		NA	
B10.P4	B10	Plate-4	Lab09	Lab09	R. pallescens	N5		Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab09			Yes	NA	NA	NA	NA		NA	
B11.P4	B11	Plate-4	Lab10	Lab10	R. pallescens	N5		Univ. de Panama	Lab	9/15/2017		Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands		Guts and Salivary Glands	3/2/2018	5/31/2018		Lab10			Yes	NA	NA	NA	NA		NA	
B12.P4	B12	Plate-4	Lab11	Lab11	R. pallescens	N4		Univ. de Panama	Lab	9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	5/31/2018		Lab11			Yes	NA	NA	NA	NA		NA	
C1.P4	C1	Plate-4	Lab12	Lab12	R. pallescens	N4		Univ. de Panama	Lab	9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	5/31/2018		Lab12			Yes	NA	NA	NA	NA		NA	
C2.P4	C2	Plate-4	Lab13	Lab13	R. pallescens	N4		Univ. de Panama	Lab	9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	5/31/2018		Lab13			Yes	NA	NA	NA	NA		NA	
C3.P4	C3	Plate-4	Lab14	Lab14	R. pallescens	N4		Univ. de Panama	Lab	9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	6/4/2018		Lab14			Yes	NA	NA	NA	NA		NA	
C4.P4	C4	Plate-4	Lab15	Lab15	R. pallescens	N4		Univ. de Panama	Lab	9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	6/4/2018		Lab15			Yes	NA	NA	NA	NA		NA	
C5.P4	C5	Plate-4	Lab16	Lab16	R. pallescens	N4		Univ. de Panama	Lab	9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	6/4/2018		Lab16			Yes	NA	NA	NA	NA		NA	
C6.P4	C6	Plate-4	Lab17	Lab17	R. pallescens	Adult	Female	Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab17			Yes	NA	NA	NA	NA		NA	
C7.P4	C7	Plate-4	Lab18	Lab18	R. pallescens	Adult	Female	Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab18			Yes	NA	NA	NA	NA		NA	
C8.P4	C8	Plate-4	Lab19	Lab19	R. pallescens	Adult	Female	Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab19			Yes	NA	NA	NA	NA		NA	
C9.P4	C9	Plate-4	Lab20	Lab20	R. pallescens	Adult	Female	Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH	Female	Guts and salivary glands	5/28/2018	6/4/2018		Lab20			Yes	NA	NA	NA	NA		NA	
C10.P4	C10	Plate-4	Lab21	Lab21	R. pallescens	Adult	Female	Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab21			Yes	NA	NA	NA	NA		NA	
C11.P4	C11	Plate-4	Lab22	Lab22	R. pallescens	N3		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and salivary glands	5/28/2018	6/4/2018		Lab22			Yes	NA	NA	NA	NA		NA	
C12.P4	C12	Plate-4	Lab23	Lab23	R. pallescens	N3		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and salivary glands	5/28/2018			Lab23			Yes	NA	NA	NA	NA		NA	
D1.P4	D1	Plate-4	Lab24	Lab24	R. pallescens	N3		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and salivary glands	5/28/2018			Lab24			Yes	NA	NA	NA	NA		NA	
D2.P4	D2	Plate-4	Lab25	Lab25	R. pallescens	N3		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and salivary glands	5/28/2018			Lab25			Yes	NA	NA	NA	NA		NA	
D3.P4	D3	Plate-4	Lab26	Lab26	R. pallescens	N3		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and salivary glands	5/28/2018			Lab26			Yes	NA	NA	NA	NA		NA	
D4.P4	D4	Plate-4	Lab28	Lab28	R. pallescens	N2		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab28			Yes	NA	NA	NA	NA		NA	
D5.P4	D5	Plate-4	Lab29	Lab29	R. pallescens	N2		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab29			Yes	NA	NA	NA	NA		NA	
D6.P4	D6	Plate-4	Lab30	Lab30	R. pallescens	N2		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab30			Yes	NA	NA	NA	NA		NA	
D7.P4	D7	Plate-4	Lab31	Lab31	R. pallescens	N2		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab31			Yes	NA	NA	NA	NA		NA	
D8.P4	D8	Plate-4	Lab32	Lab32	R. pallescens	N2		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab32			Yes	NA	NA	NA	NA		NA	
D9.P4	D9	Plate-4	Lab36	Lab36	R. pallescens	N1		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab36			Yes	NA	NA	NA	NA		NA	
D10.P4	D10	Plate-4	Lab37	Lab37	R. pallescens	N1		Univ. de Panama	Lab	9/15/2017		Kaylee; guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab37			Yes	NA	NA	NA	NA		NA	
D11.P4	D11	Plate-4	Lab40	Lab40	R. pallescens	N1		Univ. de Panama	Lab	9/15/2017		Kaylee; guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab40			Yes	NA	NA	NA	NA		NA	
D12.P4	D12	Plate-4	Lab41	Lab41	R. pallescens	N1		Univ. de Panama	Lab	9/15/2017		Kaylee; guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab41			Yes	NA	NA	NA	NA		NA	
E1.P4	E1	Plate-4	Lab42	Lab42	R. pallescens	N1		Univ. de Panama	Lab	9/15/2017		Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue		Guts and Salivary Glands	5/27/2018			Lab42			Yes	NA	NA	NA	NA		NA	
E2.P4	E2	Plate-4	Sal_02	Sal_02														Sal_02			Yes							
E3.P4	E3	Plate-4	Sal_05	Sal_05														Sal_05			Yes							
E4.P4	E4	Plate-4	Sal_07	Sal_07														Sal_07			Yes							
E5.P4	E5	Plate-4	Sal_11	Sal_11														Sal_11			Yes							
E6.P4	E6	Plate-4	Sal_12	Sal_12														Sal_12			Yes							
E7.P4	E7	Plate-4	Sal_13	Sal_13														Sal_13			Yes							
E8.P4	E8	Plate-4	Sal_14	Sal_14														Sal_14			Yes							
E9.P4	E9	Plate-4	Sal_15	Sal_15														Sal_15			Yes							
E10.P4	E10	Plate-4	Sal_18	Sal_18														Sal_18			Yes							
E11.P4	E11	Plate-4	Sal_19	Sal_19														Sal_19			Yes							
E12.P4	E12	Plate-4	Sal_24	Sal_24														Sal_24			Yes							
F1.P4	F1	Plate-4	Sal_57	Sal_57														Sal_57			Yes							
F2.P4	F2	Plate-4	Sal_58	Sal_58														Sal_58			Yes							
F3.P4	F3	Plate-4	Sal_59	Sal_59														Sal_59			Yes							
F4.P4	F4	Plate-4	Sal_60	Sal_60														Sal_60			Yes							
F5.P4	F5	Plate-4	Sal_78	Sal_78														Sal_78			Yes							
F6.P4	F6	Plate-4	Sal_81	Sal_81														Sal_81			Yes							
F7.P4	F7	Plate-4	Sal_83	Sal_83														Sal_83			Yes							
F8.P4	F8	Plate-4	Sal_102	Sal_102														Sal_102			Yes							
F9.P4	F9	Plate-4	Sal_108	Sal_108														Sal_108			Yes							
F10.P4	F10	Plate-4	Sal_109	Sal_109														Sal_109			Yes							
F11.P4	F11	Plate-4	Sal_110	Sal_110														Sal_110			Yes							
F12.P4	F12	Plate-4	Sal_111	Sal_111														Sal_111			Yes							
G1.P4	G1	Plate-4	Sal_117	Sal_117														Sal_117			Yes							
G2.P4	G2	Plate-4	Sal_118	Sal_118														Sal_118			Yes							
G3.P4	G3	Plate-4	Sal_121	Sal_121														Sal_121			Yes							
G4.P4	G4	Plate-4	Sal_133	Sal_133														Sal_133			Yes							
G5.P4	G5	Plate-4	Sal_136	Sal_136														Sal_136			Yes							
G6.P4	G6	Plate-4	Sal_142	Sal_142														Sal_142			Yes							
G7.P4	G7	Plate-4	Sal_143	Sal_143														Sal_143			Yes							
G8.P4	G8	Plate-4	Sal_145	Sal_145														Sal_145			Yes							
G9.P4	G9	Plate-4	Sal_147	Sal_147														Sal_147			Yes							
G10.P4	G10	Plate-4	Sal_148	Sal_148														Sal_148			Yes							
G11.P4	G11	Plate-4	Sal_149	Sal_149														Sal_149			Yes							
G12.P4	G12	Plate-4	Sal_151	Sal_151														Sal_151			Yes							
H1.P4	H1	Plate-4	Sal_152	Sal_152														Sal_152			Yes							
H2.P4	H2	Plate-4	Sal_160	Sal_160														Sal_160			Yes							
H3.P4	H3	Plate-4	Sal_161	Sal_161														Sal_161			Yes							
H4.P4	H4	Plate-4	Sal_162	Sal_162														Sal_162			Yes							
H5.P4	H5	Plate-4	Sal_168	Sal_168														Sal_168			Yes							
H6.P4	H6	Plate-4	Sal_169	Sal_169														Sal_169			Yes							
H7.P4	H7	Plate-4	Sal_171	Sal_171														Sal_171			Yes							
H8.P4	H8	Plate-4	Sal_173	Sal_173														Sal_173			Yes							
H9.P4	H9	Plate-4	Sal_175	Sal_175														Sal_175			Yes							
H10.P4	H10	Plate-4	Sal_176	Sal_176														Sal_176			Yes							
H11.P4	H11	Plate-4	Sal_177	Sal_177														Sal_177			Yes							
H12.P4	H12	Plate-4	Sal_178	Sal_178														Sal_178			Yes							
A1.P5	A1	Plate-5	Sal_181	Sal_181														Sal_181			Yes							
A2.P5	A2	Plate-5	Sal_182	Sal_183														Sal_182			Yes							
A3.P5	A3	Plate-5	Sal_184	Sal_184														Sal_184			Yes							
A4.P5	A4	Plate-5	Sal_186	Sal_186														Sal_186			Yes							
A5.P5	A5	Plate-5	Sal_187	Sal_187														Sal_187			Yes							
A6.P5	A6	Plate-5	Sal_188	Sal_188														Sal_188			Yes							
A7.P5	A7	Plate-5	Sal_191	Sal_191														Sal_191			Yes							
A8.P5	A8	Plate-5	Sal_192	Sal_192														Sal_192			Yes							
A9.P5	A9	Plate-5	Sal_195	Sal_195														Sal_195			Yes							
A10.P5	A10	Plate-5	Sal_200	Sal_200														Sal_200			Yes							
A11.P5	A11	Plate-5	Sal_201	Sal_201														Sal_201			Yes							
A12.P5	A12	Plate-5	Sal_202	Sal_202														Sal_202			Yes							
B1.P5	B1	Plate-5	Sal_218	Sal_218														Sal_218			Yes							
B2.P5	B2	Plate-5	Sal_219	Sal_219														Sal_219			Yes							
B3.P5	B3	Plate-5	Sal_220	Sal_220														Sal_220			Yes							
B4.P5	B4	Plate-5	Sal_224	Sal_224														Sal_224			Yes							
B5.P5	B5	Plate-5	Sal_225	Sal_225														Sal_225			Yes							
B6.P5	B6	Plate-5	Sal_226	Sal_226														Sal_226			Yes							
B7.P5	B7	Plate-5	Sal_243	Sal_243														Sal_243			Yes							
B8.P5	B8	Plate-5	Sal_255	Sal_255														Sal_255			Yes							
B9.P5	B9	Plate-5	Sal_226	Sal_226														Sal_226			Yes							
B10.P5	B10	Plate-5	Sal_227	Sal_227														Sal_227			Yes							
B11.P5	B11	Plate-5	Sal_258	Sal_258														Sal_258			Yes							
B12.P5	B12	Plate-5	Sal_304	Sal_304														Sal_304			Yes							
C1.P5	C1	Plate-5	Sal_341	Sal_341														Sal_341			Yes							
C2.P5	C2	Plate-5	Sal_359	Sal_359														Sal_359			Yes							
C3.P5	C3	Plate-5	Sal_383	Sal_383														Sal_383			Yes							
C4.P5	C4	Plate-5	Sal_384	Sal_384														Sal_384			Yes							
C5.P5	C5	Plate-5	Sal_385	Sal_385														Sal_385			Yes							
C6.P5	C6	Plate-5	Sal_395	Sal_395														Sal_395			Yes							
C7.P5	C7	Plate-5	Sal_396	Sal_396														Sal_396			Yes							
C8.P5	C8	Plate-5	Sal_397	Sal_397														Sal_397			Yes							
C9.P5	C9	Plate-5	Sal_407	Sal_407														Sal_407			Yes							
C10.P5	C10	Plate-5	Sal_408	Sal_408														Sal_408			Yes							
C11.P5	C11	Plate-5	Sal_409	Sal_409														Sal_409			Yes							
C12.P5	C12	Plate-5	Sal_410	Sal_410														Sal_410			Yes							
D1.P5	D1	Plate-5	Sal_411	Sal_411														Sal_411			Yes		NA	NA	NA			
D2.P5	D2	Plate-5	Sal_Lab01	Sal_Lab01														Sal_Lab01			Yes	NA	NA	NA	NA		NA	
D3.P5	D3	Plate-5	Sal_Lab02	Sal_Lab02														Sal_Lab02			Yes	NA	NA	NA	NA		NA	
D4.P5	D4	Plate-5	Sal_Lab03	Sal_Lab03														Sal_Lab03			Yes	NA	NA	NA	NA		NA	
D5.P5	D5	Plate-5	Sal_Lab04	Sal_Lab04														Sal_Lab04			Yes	NA	NA	NA	NA		NA	
D6.P5	D6	Plate-5	Sal_Lab05	Sal_Lab05														Sal_Lab05			Yes	NA	NA	NA	NA		NA	
D7.P5	D7	Plate-5	Sal_Lab06	Sal_Lab06														Sal_Lab06			Yes	NA	NA	NA	NA		NA	
D8.P5	D8	Plate-5	Sal_Lab07	Sal_Lab07														Sal_Lab07			Yes	NA	NA	NA	NA		NA	
D9.P5	D9	Plate-5	Sal_Lab08	Sal_Lab08														Sal_Lab08			Yes	NA	NA	NA	NA		NA	
D10.P5	D10	Plate-5	Sal_Lab09	Sal_Lab09														Sal_Lab09			Yes	NA	NA	NA	NA		NA	
D11.P5	D11	Plate-5	Sal_Lab10	Sal_Lab10														Sal_Lab10			Yes	NA	NA	NA	NA		NA	
D12.P5	D12	Plate-5	Sal_Lab17	Sal_Lab17														Sal_Lab17			Yes	NA	NA	NA	NA		NA	
E1.P5	E1	Plate-5	Sal_Lab18	Sal_Lab18														Sal_Lab18			Yes	NA	NA	NA	NA		NA	
E2.P5	E2	Plate-5	Sal_Lab19	Sal_Lab19														Sal_Lab19			Yes	NA	NA	NA	NA		NA	
E3.P5	E3	Plate-5	Sal_Lab20	Sal_Lab20														Sal_Lab20			Yes	NA	NA	NA	NA		NA	
E4.P5	E4	Plate-5	Sal_Lab21	Sal_Lab21														Sal_Lab21			Yes	NA	NA	NA	NA		NA	
E5.P5	E5	Plate-5	Sal_Lab22	Sal_Lab22														Sal_Lab22			Yes	NA	NA	NA	NA		NA	
E6.P5	E6	Plate-5	Sal_Lab23	Sal_Lab23														Sal_Lab23			Yes	NA	NA	NA	NA		NA	
E7.P5	E7	Plate-5	Sal_Lab24	Sal_Lab24														Sal_Lab24			Yes	NA	NA	NA	NA		NA	
E8.P5	E8	Plate-5	Sal_Lab25	Sal_Lab25														Sal_Lab25			Yes	NA	NA	NA	NA		NA	
E9.P5	E9	Plate-5	Sal_Lab26	Sal_Lab26														Sal_Lab26			Yes	NA	NA	NA	NA		NA	
E10.P5	E10	Plate-5	Sal_Lab28	Sal_Lab28														Sal_Lab28			Yes	NA	NA	NA	NA		NA	
E11.P5	E11	Plate-5	Sal_Lab29	Sal_Lab29														Sal_Lab29			Yes	NA	NA	NA	NA		NA	
E12.P5	E12	Plate-5	Sal_Lab30	Sal_Lab30														Sal_Lab30			Yes	NA	NA	NA	NA		NA	
F1.P5	F1	Plate-5	Sal_Lab31	Sal_Lab31														Sal_Lab31			Yes	NA	NA	NA	NA		NA	
F2.P5	F2	Plate-5	Sal_Lab32	Sal_Lab32														Sal_Lab32			Yes	NA	NA	NA	NA		NA	
F3.P5	F3	Plate-5	Sal_Lab40	Sal_Lab40														Sal_Lab40			Yes	NA	NA	NA	NA		NA	
F4.P5	F4	Plate-5	Sal_Lab41	Sal_Lab41														Sal_Lab41			Yes	NA	NA	NA	NA		NA	
F5.P5	F5	Plate-5	Sal_Lab42	Sal_Lab42														Sal_Lab42			Yes	NA	NA	NA	NA		NA	
F6.P5	F6	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
F7.P5	F7	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
F8.P5	F8	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
F9.P5	F9	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
F10.P5	F10	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
F11.P5	F11	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
F12.P5	F12	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
G1.P5	G1	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
G2.P5	G2	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
G3.P5	G3	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
G4.P5	G4	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
G5.P5	G5	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
G6.P5	G6	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
G7.P5	G7	Plate-5	Neg	Neg														Neg			Yes	NA	NA	NA	NA		NA	
Unassigned.P1																												
Unassigned.P2																												
Unassigned.P3																												
Unassigned.P4																												
Unassigned.P5																												
