#SampleID	Well_ID	Sequencing_PlateNumber	Sample_Name	PalmID	ESPECIE	ESTADIO	SEXO	PROCEDENCIA	HABITAT	Region	DATE	Type of Molecular Analysis	Notes	sex	Dissections	Date of dissections	Date of Gut DNA extractions	Gut DNA 260_280 score	NUMBER	Gut DNA Concentration ng/µL	Date of Salivary DNA extractions	TypeBM	HumanBM	NumberBM	1stBM	2ndBM	3rdBM	4thBM	5thBM	16S Sequencing	PCR_RESULTS_121_122	PCR_RESULTS_duplex_Tcruzi	PCR_RESULTS_duplex_Trangeli	SingleInf_Tcruzi	SingleInf_Trangeli	Coinfection	Infection	PCR_To_Redo	Duplex PCR date	121_122 PCR date
A8.P3	A8	Plate-3	225	SF4	R. pallescens	N2		Veraguas	Pasture	Veraguas	7/9/2017		"Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue"		Guts and sailvary glands	5/21/2018	5/25/2018		225			Mammal_Bird	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Aves;Passeriformes;Thraupidae;Thraupis;sayaca			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
A9.P3	A9	Plate-3	226	SF4	R. pallescens	N2		Veraguas	Pasture	Veraguas	7/9/2017		"Kaylee; engorged; guts, salivary tissue, flamed tools before guts and salivary tissue"		Guts and sailvary glands	5/22/2018	5/25/2018		226			Mammal	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Metachirus;nudicaudatus				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
A10.P3	A10	Plate-3	227	SF4	R. pallescens	N2		Veraguas	Pasture	Veraguas	7/9/2017		"Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue"		Guts and sailvary glands	5/18/2018	5/25/2018		227			Mammal	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Carnivora;Felidae;Leopardus;wiedii				Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi			
A11.P3	A11	Plate-3	228	SF4	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/9/2017		"Kaylee; guts with exoskeleton (no legs), salivary tissue with exoskeleton (no head or legs); flamed tools before guts, salivary tissue not for microbiome"		Guts and sailvary glands	4/10/2018	5/25/2018		228			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi			
.P3			229	SF6	R. pallescens	N5		Veraguas	Pasture	Veraguas	7/9/2017		Nina; molt? Could not dissect		Nothing extracted		N/A		229											No				Negative	Negative	No	Negative			
A12.P3	A12	Plate-3	235	SF9	R. pallescens	Adult		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Nina; eggs (in tube) dissection; bead sterilizer before guts, salivary tissue not for microbiome"	female	Guts and salivary glands	3/5/2018	4/4/2018	2.061	235	25.094		Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca		Yes	Positive			Single	Negative	No	Tcruzi			
B1.P3	B1	Plate-3	236	SF9	R. pallescens	Adult		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Nina; eggs (in tube); black guts; bead sterilizer before guts, salivary tissue not for microbiome"	Female	Guts and salivary glands	3/5/2018	4/4/2018	1.719	236	75.795		Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Negative	Positive	Negative	Single	No	Coinfection			
B2.P3	B2	Plate-3	237	SF9	R. pallescens	Adult	male	Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; engorged; flamed tools before guts, salivary tissue not for microbiome"	male	Guts and salivary glands	4/5/2018	5/25/2018		237			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi			
B3.P3	B3	Plate-3	238	SF9	R. pallescens	Adult		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; guts, salivary tissue, eggs collected in EtOH, autoclaved tools before guts and flamed tools before salivary tissue"	female	Guts and Salivary Glands	5/22/2018	5/28/2018		238			Mammal	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis				Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection			
B4.P3	B4	Plate-3	239	SF9	R. pallescens	N4		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	Nina; engorged; flamed tools before guts; salivary not for microbiome		Gut and salivary glands	3/20/2018	4/4/2018	2.002	239	194.698		Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Negative	Positive	Coinfection	Coinfection	Yes	Coinfection			
B5.P3	B5	Plate-3	240	SF9	R. pallescens	N5		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	Nina; flamed tools before guts; salivary not for microbiome		Gut and salivary glands	3/20/2018	3/20/2018		240			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Negative	Positive	Coinfection	Coinfection	Yes	Coinfection			
B6.P3	B6	Plate-3	241	SF9	R. pallescens	N3		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; engorged; flamed tools before guts, salivary tissue not for microbiome"		Guts and salivary glands	4/10/2018	4/11/2018		241			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive			Single	Negative	No	Tcruzi			
B7.P3	B7	Plate-3	242	SF9	R. pallescens	N3		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; autoclaved tools before gut dissection, salivary tissue not for microbiome; salivary tissue with exoskeleton (no head or legs)"		Guts and salivary glands	4/10/2018	4/11/2018		242			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection			
B8.P3	B8	Plate-3	243	SF9	R. pallescens	N3		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue"		Guts and salivary glands	5/28/2018	5/28/2018		243			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
B9.P3	B9	Plate-3	244	SF9	R. pallescens	N3		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; very small; guts with exoskeleton (no legs), salivary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and sailvary glands	4/10/2018	4/11/2018		244			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
B10.P3	B10	Plate-3	255	SF9	T. dimidiata	Adult		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; engorged, guts, salivary tissue, flamed tools before guts and slaivary tissue"	male	Guts and sailvary glands	5/22/2018	5/28/2018		255			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
B11.P3	B11	Plate-3	256	SF9	T. dimidiata	N4		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; guts, salivary tissue; flamed tools before guts and sal tissue; engorged"		Guts and Salivary Glands	5/22/2018	5/28/2018		256			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
B12.P3	B12	Plate-3	257	SF9	T. dimidiata	Adult		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue"	Male	Guts and sailvary glands	5/22/2018	5/28/2018		257			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
C1.P3	C1	Plate-3	258	SF9	T. dimidiata	Adult		Veraguas	Pasture	Veraguas	7/9/2017	CV-SIA	"Kaylee; engorged, guts, salivary tissue, eggs collected in buffer, flamed tools before guts and salivary tissue"	Female	Guts and sailvary glands	5/22/2018	5/28/2018		258			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
C2.P3	C2	Plate-3	259	SF10	R. pallescens	Adult	male	Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Nina; autoclaved tools before guts, salivary tissue not for microbiome"	male	Guts and salivary glands	4/10/2018	4/10/2018		259			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Aves;Passeriformes;Thraupidae;Thraupis;sayaca			Yes	Positive			Single	Negative	No	Tcruzi			
C3.P3	C3	Plate-3	260	SF10	R. pallescens	Adult		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Nina; engorged; eggs; tools disinfected with sproicidin before guts, salivary tissue not for microbiome"	female	Guts and salivary glands	3/5/2018	4/4/2018	1.906	260	54.461		Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive			Single	Negative	No	Tcruzi			
C4.P3	C4	Plate-3	261	SF10	R. pallescens	Adult	female	Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Kaylee; flamed tools before guts, salivary tissue not for microobiome"	female	Guts and sailvary glands	4/10/2018	5/28/2018		261			Mammal_Bird	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca			Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
C5.P3	C5	Plate-3	262	SF10	R. pallescens	N5		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Nina; engorged; dark guts; bead sterilizer before guts, salvary tissue not for microbiome"		Guts and salivary glands	3/5/2018	4/13/2018		262			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection			
C6.P3	C6	Plate-3	263	SF10	R. pallescens	N5		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Kaylee; autoclaved tools before gut dissection, sal not for microbiome"		Gut and salivary glands	4/5/2018	5/28/2018		263			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
C7.P3	C7	Plate-3	264	SF10	R. pallescens	N5		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Nina; small bug also came out, still in original tube; salivary not for microbiome"		Gut and salivary glands	3/8/2018	4/13/2018		264			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
C8.P3	C8	Plate-3	264.5	SF10	R. pallescens	N1		Veraguas	Forest	Veraguas	7/10/2017		"Kaylee; guts, salivary tissue with exoskeleton (no head or legs), tools flamed before guts, sal tissue not for microbiome"		Gut and salivary glands	5/22/2018	5/28/2018					Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Negative	Negative	Positive	Negative	Single	No	Trangeli			
C9.P3	C9	Plate-3	265	SF10	R. pallescens	N4		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Kaylee; little salivary tissue; flamed tools before guts, salivary tissue not for microbiome"		Guts and sailvary glands	4/10/2018	5/28/2018		265			Mammal	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
C10.P3	C10	Plate-3	266	SF10	R. pallescens	N3		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Kaylee; salivary tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue not for microbiome"		Guts and sailvary glands	4/10/2018	5/28/2018		266			Mammal	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
C11.P3	C11	Plate-3	267	SF10	R. pallescens	N2		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Kaylee, engorged; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome"		Guts and sailvary glands	4/30/2018	5/28/2018		267			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Other			Yes	Positive	Negative	Positive	Coinfection	Coinfection	Yes	Coinfection			
C12.P3	C12	Plate-3	268	SF10	R. pallescens	N2		Veraguas	Forest	Veraguas	7/10/2017	CV-SIA	"Kaylee; engorged; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome"		Guts and sailvary glands	4/17/2018	5/28/2018		268			Mammal_Bird	No	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca	Aves;Passeriformes;Cardinalidae;Piranga;rubra	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis		Yes	Positive	Negative	Positive	Coinfection	Coinfection	Yes	Coinfection			
D1.P3	D1	Plate-3	293	SF12	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Nina; eggs in tube dissection; bead sterilizer before guts, salivary tissue not for microbiome"	female	Guts and salivary glands	3/5/2018	4/13/2018		293			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Didelphimorpha;Didelphidae;Philander;opossum				Yes	Positive			Single	Negative	No	Tcruzi			
D2.P3	D2	Plate-3	294	SF12	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"NIna; bead sterilizer before guts, salivary tissue not for microbiome"		Guts and salivary glands	3/5/2018	4/13/2018		294			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection			
D3.P3	D3	Plate-3	295	SF12	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Nian; eggs in tube dissection; bead sterilizer before guts, salivary tissue not for microbiome"	female	Guts and sailvary glands	3/5/2018	4/13/2018		295			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Positive			Single	Negative	No	Tcruzi			
D4.P3	D4	Plate-3	296	SF12	R. pallescens	Adult	male	Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Kaylee; engorged; collected surface microbes in separate tube for later extraction (fungi?); autoclaved tools before guts, salivary tissue not for microbime"	male	Guts and salivary glands	4/9/2018	5/28/2018		296			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection			
D5.P3	D5	Plate-3	297	SF12	R. pallescens	N5		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	Nina; engorged; flamed tools before guts; salivary glands not for microbiome		Gut and salivary glands	3/20/2018	4/13/2018		297			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive			Single	Negative	No	Tcruzi			
D6.P3	D6	Plate-3	298	SF12	R. pallescens	N5		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	Nina; engorged; tools flamed before guts; salivary glands not for microbiome		Gut and salivary glands	3/20/2018	4/13/2018		298			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Negative	Positive	Coinfection	Coinfection	Yes	Coinfection			
D7.P3	D7	Plate-3	299	SF12	R. pallescens	N4		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	Nina; engorged; tools flamed before guts; salivary glands not for microbiome		Gut and salivary glands	3/8/2018	4/13/2018		299			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection			
D8.P3	D8	Plate-3	300	SF12	R. pallescens	N3		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Kaylee; dark guts and salivary tissue (feces); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/10/2018	5/28/2018		300			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
D9.P3	D9	Plate-3	301	SF12	R. pallescens	N3		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Kaylee; dark guts and salivary tissue (feces); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/10/2018	5/28/2018		301			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
D10.P3	D10	Plate-3	302	SF12	R. pallescens	N3		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Kaylee; engorged; flamed tools before guts, salivary tissue not for microbiome"		Guts and salivary glands	4/10/2018	5/28/2018		302			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
D11.P3	D11	Plate-3	303	SF12	R. pallescens	N3		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Kaylee; engorged; flamed tools before guts, salivay tissye not for microbiome"		Guts and salivary glands	4/10/2018	5/28/2018		303			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
D12.P3	D12	Plate-3	304	SF12	R. pallescens	N2		Veraguas	Peridomestic	Veraguas	7/10/2017	CV-SIA	"Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue"		guts and salivary glands	5/22/2018	5/28/2018		304			Mammal_Bird	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Aves;Passeriformes;Cardinalidae;Piranga;rubra			Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
E1.P3	E1	Plate-3	341	SF6	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018	5/28/2018		341			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E2.P3	E2	Plate-3	342	SF6	R. pallescens	N2		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; engorged; guts, salivary tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue nto for microbiome"		Guts and Salivary Glands	4/30/2018	5/28/2018		342			Mammal_Reptile	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Other	Reptilia;Squamata;Gekkonidae;Lepidodactylus;lugubris			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E3.P3	E3	Plate-3	343	SF6	R. pallescens	N2		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome"		Guts and sailvary glands	4/17/2018	5/28/2018		343			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E4.P3	E4	Plate-3	344	SF6	R. pallescens	N2		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts, salivary tissue with exoskeleton (no head or legs); flamed tools before guts, sal tissue not for microbiome"		Guts and sailvary glands	4/17/2018	5/28/2018		344			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E5.P3	E5	Plate-3	345	SF6	R. pallescens	N3		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts, salivary tissue; autoclaved tools before guts, salivary tissue not for microbiome"		Guts and sailvary glands	4/16/2018	5/28/2018		345			Mammal_Bird	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Cardinalidae;Piranga;rubra	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E6.P3	E6	Plate-3	346	SF6	R. pallescens	N3		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/10/2018	5/28/2018		346			Mammal_Bird	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Cardinalidae;Piranga;rubra				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E7.P3	E7	Plate-3	347	SF7	R. pallescens	Adult		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; flamed tools before guts, salivary tissue not for microbiome"	male	Guts and Salivary Glands	4/9/2018	5/28/2018		347			Mammal_Bird	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Cardinalidae;Piranga;rubra	Other			Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
E8.P3	E8	Plate-3	348	SF7	R. pallescens	N5		Veraguas	Pasture	Veraguas	7/10/2017		Nina; contaminated with sample 299; salivary not for microbiome		Guts and Salivary Glands	3/8/2018	5/28/2018		348			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection			
E9.P3	E9	Plate-3	353	SF7	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		353			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E10.P3	E10	Plate-3	356	SF7	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		356			Mammal_Bird	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Cardinalidae;Piranga;rubra	Mammalia;Primate;Hominidae;Homo;sapiens	Aves;Passeriformes;Thraupidae;Thraupis;sayaca		Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
E11.P3	E11	Plate-3	359	SF8	R. pallescens	Adult		Veraguas	Pasture	Veraguas	7/10/2017		Nina; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/12/2018	5/28/2018		359			Mammal_Bird	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus		Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
E12.P3	E12	Plate-3	360	SF8	R. pallescens	Adult		Veraguas	Pasture	Veraguas	7/10/2017		Nina; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		360			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
F1.P3	F1	Plate-3	361	SF8	R. pallescens	Adult	male	Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; flamed tools before guts, salivary tissue not for microbiome"	male	Guts and Salivary Glands	4/10/2018	5/28/2018		361			Mammal_Bird	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca	Other	Mammalia;Primate;Hominidae;Homo;sapiens		Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi			
F2.P3	F2	Plate-3	362	SF8	R. pallescens	Adult	male	Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; stiff body, small fleck of green in guts (microbe?), flamed tools before guts, salivary tissue not for microbime"	male	Guts and Salivary Glands	4/5/2018	5/28/2018		362			Mammal	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Other				Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi			
F3.P3	F3	Plate-3	368	SF8	R. pallescens	N2		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; salivary tissue with exoskeleton (no head or legs); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/10/2018	5/28/2018		368			Mammal_Bird	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus	Aves;Passeriformes;Thraupidae;Thraupis;sayaca		Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
